pair,base,quote,status,last_updated
FILUPUSDT,FILUP,USDT,BREAK,2025-09-16 14:48:48
FILDOWNUSDT,FILDOWN,USDT,BREAK,2025-09-16 14:48:48
YFIUPUSDT,YFIUP,USDT,BREAK,2025-09-16 14:48:48
YFIDOWNUSDT,YFIDOWN,USDT,BREAK,2025-09-16 14:48:48
INJBUSD,INJ,BUSD,BREAK,2025-09-16 14:48:48
AERGOBTC,AERGO,BTC,BREAK,2025-09-16 14:48:48
AERGOBUSD,AERGO,BUSD,BREAK,2025-09-16 14:48:48
ONEBUSD,ONE,BUSD,BREAK,2025-09-16 14:48:48
EASYETH,EASY,ETH,BREAK,2025-09-16 14:48:48
AUDIOBUSD,AUDIO,BUSD,BREAK,2025-09-16 14:48:48
CTKBUSD,CTK,BUSD,BREAK,2025-09-16 14:48:48
BCHUPUSDT,BCHUP,USDT,BREAK,2025-09-16 14:48:48
BCHDOWNUSDT,BCHDOWN,USDT,BREAK,2025-09-16 14:48:48
BOTBTC,BOT,BTC,BREAK,2025-09-16 14:48:48
BOTBUSD,BOT,BUSD,BREAK,2025-09-16 14:48:48
AKROBTC,AKRO,BTC,BREAK,2025-09-16 14:48:48
AKROUSDT,AKRO,USDT,BREAK,2025-09-16 14:48:48
KP3RBNB,KP3R,BNB,BREAK,2025-09-16 14:48:48
KP3RBUSD,KP3R,BUSD,BREAK,2025-09-16 14:48:48
AXSBUSD,AXS,BUSD,BREAK,2025-09-16 14:48:48
HARDBNB,HARD,BNB,BREAK,2025-09-16 14:48:48
HARDBTC,HARD,BTC,BREAK,2025-09-16 14:48:48
HARDBUSD,HARD,BUSD,BREAK,2025-09-16 14:48:48
HARDUSDT,HARD,USDT,BREAK,2025-09-16 14:48:48
RENBTCBTC,RENBTC,BTC,BREAK,2025-09-16 14:48:48
RENBTCETH,RENBTC,ETH,BREAK,2025-09-16 14:48:48
DNTBUSD,DNT,BUSD,BREAK,2025-09-16 14:48:48
DNTUSDT,DNT,USDT,BREAK,2025-09-16 14:48:48
LTCNGN,LTC,NGN,BREAK,2025-09-16 14:48:48
CVPETH,CVP,ETH,BREAK,2025-09-16 14:48:48
CVPBUSD,CVP,BUSD,BREAK,2025-09-16 14:48:48
STRAXETH,STRAX,ETH,BREAK,2025-09-16 14:48:48
STRAXBUSD,STRAX,BUSD,BREAK,2025-09-16 14:48:48
FORBTC,FOR,BTC,BREAK,2025-09-16 14:48:48
FORBUSD,FOR,BUSD,BREAK,2025-09-16 14:48:48
UNFIBNB,UNFI,BNB,BREAK,2025-09-16 14:48:48
UNFIBTC,UNFI,BTC,BREAK,2025-09-16 14:48:48
UNFIBUSD,UNFI,BUSD,BREAK,2025-09-16 14:48:48
UNFIUSDT,UNFI,USDT,BREAK,2025-09-16 14:48:48
FRONTETH,FRONT,ETH,BREAK,2025-09-16 14:48:48
FRONTBUSD,FRONT,BUSD,BREAK,2025-09-16 14:48:48
BCHABUSD,BCHA,BUSD,BREAK,2025-09-16 14:48:48
ROSEBUSD,ROSE,BUSD,BREAK,2025-09-16 14:48:48
BUSDBRL,BUSD,BRL,BREAK,2025-09-16 14:48:48
SYSBUSD,SYS,BUSD,BREAK,2025-09-16 14:48:48
XEMUSDT,XEM,USDT,BREAK,2025-09-16 14:48:48
HEGICETH,HEGIC,ETH,BREAK,2025-09-16 14:48:48
HEGICBUSD,HEGIC,BUSD,BREAK,2025-09-16 14:48:48
AAVEUPUSDT,AAVEUP,USDT,BREAK,2025-09-16 14:48:48
AAVEDOWNUSDT,AAVEDOWN,USDT,BREAK,2025-09-16 14:48:48
PROMBNB,PROM,BNB,BREAK,2025-09-16 14:48:48
PROMBUSD,PROM,BUSD,BREAK,2025-09-16 14:48:48
XRPNGN,XRP,NGN,BREAK,2025-09-16 14:48:48
SKLBUSD,SKL,BUSD,BREAK,2025-09-16 14:48:48
YFIEUR,YFI,EUR,BREAK,2025-09-16 14:48:48
ZILBIDR,ZIL,BIDR,BREAK,2025-09-16 14:48:48
SUSDBTC,SUSD,BTC,BREAK,2025-09-16 14:48:48
SUSDETH,SUSD,ETH,BREAK,2025-09-16 14:48:48
SUSDUSDT,SUSD,USDT,BREAK,2025-09-16 14:48:48
COVERETH,COVER,ETH,BREAK,2025-09-16 14:48:48
COVERBUSD,COVER,BUSD,BREAK,2025-09-16 14:48:48
GLMETH,GLM,ETH,BREAK,2025-09-16 14:48:48
GHSTETH,GHST,ETH,BREAK,2025-09-16 14:48:48
GHSTBUSD,GHST,BUSD,BREAK,2025-09-16 14:48:48
SUSHIUPUSDT,SUSHIUP,USDT,BREAK,2025-09-16 14:48:48
SUSHIDOWNUSDT,SUSHIDOWN,USDT,BREAK,2025-09-16 14:48:48
XLMUPUSDT,XLMUP,USDT,BREAK,2025-09-16 14:48:48
XLMDOWNUSDT,XLMDOWN,USDT,BREAK,2025-09-16 14:48:48
LINKNGN,LINK,NGN,BREAK,2025-09-16 14:48:48
LTCRUB,LTC,RUB,BREAK,2025-09-16 14:48:48
DFETH,DF,ETH,BREAK,2025-09-16 14:48:48
DFBUSD,DF,BUSD,BREAK,2025-09-16 14:48:48
JUVBTC,JUV,BTC,BREAK,2025-09-16 14:48:48
JUVBUSD,JUV,BUSD,BREAK,2025-09-16 14:48:48
PSGBTC,PSG,BTC,BREAK,2025-09-16 14:48:48
PSGBUSD,PSG,BUSD,BREAK,2025-09-16 14:48:48
BUSDBVND,BUSD,BVND,BREAK,2025-09-16 14:48:48
USDTBVND,USDT,BVND,BREAK,2025-09-16 14:48:48
REEFBTC,REEF,BTC,BREAK,2025-09-16 14:48:48
REEFUSDT,REEF,USDT,BREAK,2025-09-16 14:48:48
ATMBTC,ATM,BTC,BREAK,2025-09-16 14:48:48
ASRBTC,ASR,BTC,BREAK,2025-09-16 14:48:48
LINKGBP,LINK,GBP,BREAK,2025-09-16 14:48:48
BTCSTBTC,BTCST,BTC,BREAK,2025-09-16 14:48:48
BTCSTBUSD,BTCST,BUSD,BREAK,2025-09-16 14:48:48
BTCSTUSDT,BTCST,USDT,BREAK,2025-09-16 14:48:48
TRUBTC,TRU,BTC,BREAK,2025-09-16 14:48:48
TRUBUSD,TRU,BUSD,BREAK,2025-09-16 14:48:48
DEXEETH,DEXE,ETH,BREAK,2025-09-16 14:48:48
DEXEBUSD,DEXE,BUSD,BREAK,2025-09-16 14:48:48
EOSEUR,EOS,EUR,BREAK,2025-09-16 14:48:48
USDCBUSD,USDC,BUSD,BREAK,2025-09-16 14:48:48
TUSDBUSD,TUSD,BUSD,BREAK,2025-09-16 14:48:48
PAXBUSD,PAX,BUSD,BREAK,2025-09-16 14:48:48
CKBBTC,CKB,BTC,BREAK,2025-09-16 14:48:48
CKBBUSD,CKB,BUSD,BREAK,2025-09-16 14:48:48
TWTBTC,TWT,BTC,BREAK,2025-09-16 14:48:48
TWTBUSD,TWT,BUSD,BREAK,2025-09-16 14:48:48
FIROBTC,FIRO,BTC,BREAK,2025-09-16 14:48:48
FIROETH,FIRO,ETH,BREAK,2025-09-16 14:48:48
FIROUSDT,FIRO,USDT,BREAK,2025-09-16 14:48:48
BETHETH,BETH,ETH,BREAK,2025-09-16 14:48:48
DOGEAUD,DOGE,AUD,BREAK,2025-09-16 14:48:48
DOTNGN,DOT,NGN,BREAK,2025-09-16 14:48:48
PROSETH,PROS,ETH,BREAK,2025-09-16 14:48:48
LITBTC,LIT,BTC,BREAK,2025-09-16 14:48:48
LITBUSD,LIT,BUSD,BREAK,2025-09-16 14:48:48
LITUSDT,LIT,USDT,BREAK,2025-09-16 14:48:48
BTCVAI,BTC,VAI,BREAK,2025-09-16 14:48:48
BUSDVAI,BUSD,VAI,BREAK,2025-09-16 14:48:48
SFPBUSD,SFP,BUSD,BREAK,2025-09-16 14:48:48
DOGEGBP,DOGE,GBP,BREAK,2025-09-16 14:48:48
FXSBTC,FXS,BTC,BREAK,2025-09-16 14:48:48
FXSBUSD,FXS,BUSD,BREAK,2025-09-16 14:48:48
DODOBUSD,DODO,BUSD,BREAK,2025-09-16 14:48:48
FRONTBTC,FRONT,BTC,BREAK,2025-09-16 14:48:48
EASYBTC,EASY,BTC,BREAK,2025-09-16 14:48:48
BAKEBUSD,BAKE,BUSD,BREAK,2025-09-16 14:48:48
UFTETH,UFT,ETH,BREAK,2025-09-16 14:48:48
UFTBUSD,UFT,BUSD,BREAK,2025-09-16 14:48:48
1INCHBUSD,1INCH,BUSD,BREAK,2025-09-16 14:48:48
BANDBUSD,BAND,BUSD,BREAK,2025-09-16 14:48:48
GRTBUSD,GRT,BUSD,BREAK,2025-09-16 14:48:48
IOSTBUSD,IOST,BUSD,BREAK,2025-09-16 14:48:48
OMGBUSD,OMG,BUSD,BREAK,2025-09-16 14:48:48
REEFBUSD,REEF,BUSD,BREAK,2025-09-16 14:48:48
ACMBTC,ACM,BTC,BREAK,2025-09-16 14:48:48
ACMBUSD,ACM,BUSD,BREAK,2025-09-16 14:48:48
AUCTIONBUSD,AUCTION,BUSD,BREAK,2025-09-16 14:48:48
PHABUSD,PHA,BUSD,BREAK,2025-09-16 14:48:48
DOTGBP,DOT,GBP,BREAK,2025-09-16 14:48:48
ADAGBP,ADA,GBP,BREAK,2025-09-16 14:48:48
TVKBTC,TVK,BTC,BREAK,2025-09-16 14:48:48
TVKBUSD,TVK,BUSD,BREAK,2025-09-16 14:48:48
BADGERBTC,BADGER,BTC,BREAK,2025-09-16 14:48:48
BADGERBUSD,BADGER,BUSD,BREAK,2025-09-16 14:48:48
BADGERUSDT,BADGER,USDT,BREAK,2025-09-16 14:48:48
FISBUSD,FIS,BUSD,BREAK,2025-09-16 14:48:48
ADAAUD,ADA,AUD,BREAK,2025-09-16 14:48:48
OMBUSD,OM,BUSD,BREAK,2025-09-16 14:48:48
PONDBTC,POND,BTC,BREAK,2025-09-16 14:48:48
PONDBUSD,POND,BUSD,BREAK,2025-09-16 14:48:48
DEGOBTC,DEGO,BTC,BREAK,2025-09-16 14:48:48
DEGOBUSD,DEGO,BUSD,BREAK,2025-09-16 14:48:48
BTTTRY,BTT,TRY,BREAK,2025-09-16 14:48:48
CHZBRL,CHZ,BRL,BREAK,2025-09-16 14:48:48
UNIEUR,UNI,EUR,BREAK,2025-09-16 14:48:48
ALICEBTC,ALICE,BTC,BREAK,2025-09-16 14:48:48
ALICEBUSD,ALICE,BUSD,BREAK,2025-09-16 14:48:48
CHZBUSD,CHZ,BUSD,BREAK,2025-09-16 14:48:48
CHZEUR,CHZ,EUR,BREAK,2025-09-16 14:48:48
CHZGBP,CHZ,GBP,BREAK,2025-09-16 14:48:48
BIFIBNB,BIFI,BNB,BREAK,2025-09-16 14:48:48
BIFIBUSD,BIFI,BUSD,BREAK,2025-09-16 14:48:48
LINABTC,LINA,BTC,BREAK,2025-09-16 14:48:48
LINABUSD,LINA,BUSD,BREAK,2025-09-16 14:48:48
LINAUSDT,LINA,USDT,BREAK,2025-09-16 14:48:48
ADARUB,ADA,RUB,BREAK,2025-09-16 14:48:48
ENJBRL,ENJ,BRL,BREAK,2025-09-16 14:48:48
ENJEUR,ENJ,EUR,BREAK,2025-09-16 14:48:48
MATICEUR,MATIC,EUR,BREAK,2025-09-16 14:48:48
PERPBTC,PERP,BTC,BREAK,2025-09-16 14:48:48
PERPBUSD,PERP,BUSD,BREAK,2025-09-16 14:48:48
RAMPBTC,RAMP,BTC,BREAK,2025-09-16 14:48:48
RAMPBUSD,RAMP,BUSD,BREAK,2025-09-16 14:48:48
RAMPUSDT,RAMP,USDT,BREAK,2025-09-16 14:48:48
SUPERBUSD,SUPER,BUSD,BREAK,2025-09-16 14:48:48
CFXBUSD,CFX,BUSD,BREAK,2025-09-16 14:48:48
ENJGBP,ENJ,GBP,BREAK,2025-09-16 14:48:48
EOSTRY,EOS,TRY,BREAK,2025-09-16 14:48:48
LTCGBP,LTC,GBP,BREAK,2025-09-16 14:48:48
LUNAEUR,LUNA,EUR,BREAK,2025-09-16 14:48:48
THETAEUR,THETA,EUR,BREAK,2025-09-16 14:48:48
XVGBUSD,XVG,BUSD,BREAK,2025-09-16 14:48:48
EPSBTC,EPS,BTC,BREAK,2025-09-16 14:48:48
EPSBUSD,EPS,BUSD,BREAK,2025-09-16 14:48:48
EPSUSDT,EPS,USDT,BREAK,2025-09-16 14:48:48
AUTOBTC,AUTO,BTC,BREAK,2025-09-16 14:48:48
AUTOBUSD,AUTO,BUSD,BREAK,2025-09-16 14:48:48
AUTOUSDT,AUTO,USDT,BREAK,2025-09-16 14:48:48
TKOBTC,TKO,BTC,BREAK,2025-09-16 14:48:48
TKOBIDR,TKO,BIDR,BREAK,2025-09-16 14:48:48
TKOBUSD,TKO,BUSD,BREAK,2025-09-16 14:48:48
PUNDIXETH,PUNDIX,ETH,BREAK,2025-09-16 14:48:48
BTTBRL,BTT,BRL,BREAK,2025-09-16 14:48:48
BTTEUR,BTT,EUR,BREAK,2025-09-16 14:48:48
HOTEUR,HOT,EUR,BREAK,2025-09-16 14:48:48
TLMBTC,TLM,BTC,BREAK,2025-09-16 14:48:48
TLMBUSD,TLM,BUSD,BREAK,2025-09-16 14:48:48
1INCHUPUSDT,1INCHUP,USDT,BREAK,2025-09-16 14:48:48
1INCHDOWNUSDT,1INCHDOWN,USDT,BREAK,2025-09-16 14:48:48
BTGBUSD,BTG,BUSD,BREAK,2025-09-16 14:48:48
BTGUSDT,BTG,USDT,BREAK,2025-09-16 14:48:48
HOTBUSD,HOT,BUSD,BREAK,2025-09-16 14:48:48
BNBUAH,BNB,UAH,BREAK,2025-09-16 14:48:48
VETGBP,VET,GBP,BREAK,2025-09-16 14:48:48
WINBRL,WIN,BRL,BREAK,2025-09-16 14:48:48
MIRBTC,MIR,BTC,BREAK,2025-09-16 14:48:48
MIRBUSD,MIR,BUSD,BREAK,2025-09-16 14:48:48
MIRUSDT,MIR,USDT,BREAK,2025-09-16 14:48:48
BARBTC,BAR,BTC,BREAK,2025-09-16 14:48:48
BARBUSD,BAR,BUSD,BREAK,2025-09-16 14:48:48
FORTHBUSD,FORTH,BUSD,BREAK,2025-09-16 14:48:48
CAKEGBP,CAKE,GBP,BREAK,2025-09-16 14:48:48
DOGERUB,DOGE,RUB,BREAK,2025-09-16 14:48:48
HOTBRL,HOT,BRL,BREAK,2025-09-16 14:48:48
WRXEUR,WRX,EUR,BREAK,2025-09-16 14:48:48
EZBTC,EZ,BTC,BREAK,2025-09-16 14:48:48
EZETH,EZ,ETH,BREAK,2025-09-16 14:48:48
BURGERBUSD,BURGER,BUSD,BREAK,2025-09-16 14:48:48
BURGERUSDT,BURGER,USDT,BREAK,2025-09-16 14:48:48
SLPBUSD,SLP,BUSD,BREAK,2025-09-16 14:48:48
TRXAUD,TRX,AUD,BREAK,2025-09-16 14:48:48
SHIBBUSD,SHIB,BUSD,BREAK,2025-09-16 14:48:48
ICPBNB,ICP,BNB,BREAK,2025-09-16 14:48:48
ICPBUSD,ICP,BUSD,BREAK,2025-09-16 14:48:48
SHIBRUB,SHIB,RUB,BREAK,2025-09-16 14:48:48
ETCEUR,ETC,EUR,BREAK,2025-09-16 14:48:48
ETCBRL,ETC,BRL,BREAK,2025-09-16 14:48:48
DOGEBIDR,DOGE,BIDR,BREAK,2025-09-16 14:48:48
ARBNB,AR,BNB,BREAK,2025-09-16 14:48:48
ARBUSD,AR,BUSD,BREAK,2025-09-16 14:48:48
POLSBTC,POLS,BTC,BREAK,2025-09-16 14:48:48
POLSBNB,POLS,BNB,BREAK,2025-09-16 14:48:48
POLSBUSD,POLS,BUSD,BREAK,2025-09-16 14:48:48
POLSUSDT,POLS,USDT,BREAK,2025-09-16 14:48:48
MDXBTC,MDX,BTC,BREAK,2025-09-16 14:48:48
MDXBNB,MDX,BNB,BREAK,2025-09-16 14:48:48
MDXBUSD,MDX,BUSD,BREAK,2025-09-16 14:48:48
MDXUSDT,MDX,USDT,BREAK,2025-09-16 14:48:48
MASKBNB,MASK,BNB,BREAK,2025-09-16 14:48:48
MASKBUSD,MASK,BUSD,BREAK,2025-09-16 14:48:48
LPTBUSD,LPT,BUSD,BREAK,2025-09-16 14:48:48
ETHUAH,ETH,UAH,BREAK,2025-09-16 14:48:48
MATICBRL,MATIC,BRL,BREAK,2025-09-16 14:48:48
AGIXBTC,AGIX,BTC,BREAK,2025-09-16 14:48:48
MATICGBP,MATIC,GBP,BREAK,2025-09-16 14:48:48
MATICBIDR,MATIC,BIDR,BREAK,2025-09-16 14:48:48
MATICRUB,MATIC,RUB,BREAK,2025-09-16 14:48:48
NUBTC,NU,BTC,BREAK,2025-09-16 14:48:48
NUBNB,NU,BNB,BREAK,2025-09-16 14:48:48
NUBUSD,NU,BUSD,BREAK,2025-09-16 14:48:48
NUUSDT,NU,USDT,BREAK,2025-09-16 14:48:48
RLCBUSD,RLC,BUSD,BREAK,2025-09-16 14:48:48
CELRBUSD,CELR,BUSD,BREAK,2025-09-16 14:48:48
ATMBUSD,ATM,BUSD,BREAK,2025-09-16 14:48:48
ZENBUSD,ZEN,BUSD,BREAK,2025-09-16 14:48:48
FTMBUSD,FTM,BUSD,BREAK,2025-09-16 14:48:48
THETABUSD,THETA,BUSD,BREAK,2025-09-16 14:48:48
WINBUSD,WIN,BUSD,BREAK,2025-09-16 14:48:48
KAVABUSD,KAVA,BUSD,BREAK,2025-09-16 14:48:48
XEMBUSD,XEM,BUSD,BREAK,2025-09-16 14:48:48
ATABNB,ATA,BNB,BREAK,2025-09-16 14:48:48
ATABUSD,ATA,BUSD,BREAK,2025-09-16 14:48:48
GTCBTC,GTC,BTC,BREAK,2025-09-16 14:48:48
GTCBNB,GTC,BNB,BREAK,2025-09-16 14:48:48
GTCBUSD,GTC,BUSD,BREAK,2025-09-16 14:48:48
TORNBTC,TORN,BTC,BREAK,2025-09-16 14:48:48
TORNBNB,TORN,BNB,BREAK,2025-09-16 14:48:48
TORNBUSD,TORN,BUSD,BREAK,2025-09-16 14:48:48
TORNUSDT,TORN,USDT,BREAK,2025-09-16 14:48:48
MATICTRY,MATIC,TRY,BREAK,2025-09-16 14:48:48
ETCGBP,ETC,GBP,BREAK,2025-09-16 14:48:48
SOLGBP,SOL,GBP,BREAK,2025-09-16 14:48:48
COTIBUSD,COTI,BUSD,BREAK,2025-09-16 14:48:48
KEEPBTC,KEEP,BTC,BREAK,2025-09-16 14:48:48
KEEPBNB,KEEP,BNB,BREAK,2025-09-16 14:48:48
KEEPBUSD,KEEP,BUSD,BREAK,2025-09-16 14:48:48
KEEPUSDT,KEEP,USDT,BREAK,2025-09-16 14:48:48
RUNEGBP,RUNE,GBP,BREAK,2025-09-16 14:48:48
SCBUSD,SC,BUSD,BREAK,2025-09-16 14:48:48
CHRBUSD,CHR,BUSD,BREAK,2025-09-16 14:48:48
STMXBUSD,STMX,BUSD,BREAK,2025-09-16 14:48:48
HNTBUSD,HNT,BUSD,BREAK,2025-09-16 14:48:48
FTTBUSD,FTT,BUSD,BREAK,2025-09-16 14:48:48
DOCKBUSD,DOCK,BUSD,BREAK,2025-09-16 14:48:48
ADABIDR,ADA,BIDR,BREAK,2025-09-16 14:48:48
ERNBNB,ERN,BNB,BREAK,2025-09-16 14:48:48
ERNBUSD,ERN,BUSD,BREAK,2025-09-16 14:48:48
ERNUSDT,ERN,USDT,BREAK,2025-09-16 14:48:48
KLAYBTC,KLAY,BTC,BREAK,2025-09-16 14:48:48
KLAYBNB,KLAY,BNB,BREAK,2025-09-16 14:48:48
KLAYBUSD,KLAY,BUSD,BREAK,2025-09-16 14:48:48
KLAYUSDT,KLAY,USDT,BREAK,2025-09-16 14:48:48
RUNEEUR,RUNE,EUR,BREAK,2025-09-16 14:48:48
MATICAUD,MATIC,AUD,BREAK,2025-09-16 14:48:48
DOTRUB,DOT,RUB,BREAK,2025-09-16 14:48:48
UTKBUSD,UTK,BUSD,BREAK,2025-09-16 14:48:48
IOTXBUSD,IOTX,BUSD,BREAK,2025-09-16 14:48:48
SOLRUB,SOL,RUB,BREAK,2025-09-16 14:48:48
RUNEAUD,RUNE,AUD,BREAK,2025-09-16 14:48:48
BUSDUAH,BUSD,UAH,BREAK,2025-09-16 14:48:48
BONDBTC,BOND,BTC,BREAK,2025-09-16 14:48:48
BONDBNB,BOND,BNB,BREAK,2025-09-16 14:48:48
BONDBUSD,BOND,BUSD,BREAK,2025-09-16 14:48:48
BONDUSDT,BOND,USDT,BREAK,2025-09-16 14:48:48
MLNBTC,MLN,BTC,BREAK,2025-09-16 14:48:48
MLNBNB,MLN,BNB,BREAK,2025-09-16 14:48:48
MLNBUSD,MLN,BUSD,BREAK,2025-09-16 14:48:48
CAKEBRL,CAKE,BRL,BREAK,2025-09-16 14:48:48
ICPRUB,ICP,RUB,BREAK,2025-09-16 14:48:48
DOTAUD,DOT,AUD,BREAK,2025-09-16 14:48:48
AAVEBRL,AAVE,BRL,BREAK,2025-09-16 14:48:48
EOSAUD,EOS,AUD,BREAK,2025-09-16 14:48:48
LTOBUSD,LTO,BUSD,BREAK,2025-09-16 14:48:48
ADXBUSD,ADX,BUSD,BREAK,2025-09-16 14:48:48
QUICKBTC,QUICK,BTC,BREAK,2025-09-16 14:48:48
QUICKBNB,QUICK,BNB,BREAK,2025-09-16 14:48:48
QUICKBUSD,QUICK,BUSD,BREAK,2025-09-16 14:48:48
C98BUSD,C98,BUSD,BREAK,2025-09-16 14:48:48
C98BNB,C98,BNB,BREAK,2025-09-16 14:48:48
C98BTC,C98,BTC,BREAK,2025-09-16 14:48:48
CLVBTC,CLV,BTC,BREAK,2025-09-16 14:48:48
CLVBNB,CLV,BNB,BREAK,2025-09-16 14:48:48
CLVBUSD,CLV,BUSD,BREAK,2025-09-16 14:48:48
CLVUSDT,CLV,USDT,BREAK,2025-09-16 14:48:48
QNTBNB,QNT,BNB,BREAK,2025-09-16 14:48:48
QNTBUSD,QNT,BUSD,BREAK,2025-09-16 14:48:48
FLOWBNB,FLOW,BNB,BREAK,2025-09-16 14:48:48
FLOWBUSD,FLOW,BUSD,BREAK,2025-09-16 14:48:48
XECBUSD,XEC,BUSD,BREAK,2025-09-16 14:48:48
AXSBRL,AXS,BRL,BREAK,2025-09-16 14:48:48
AXSAUD,AXS,AUD,BREAK,2025-09-16 14:48:48
TVKUSDT,TVK,USDT,BREAK,2025-09-16 14:48:48
MINABNB,MINA,BNB,BREAK,2025-09-16 14:48:48
MINABUSD,MINA,BUSD,BREAK,2025-09-16 14:48:48
RAYBNB,RAY,BNB,BREAK,2025-09-16 14:48:48
RAYBUSD,RAY,BUSD,BREAK,2025-09-16 14:48:48
FARMBTC,FARM,BTC,BREAK,2025-09-16 14:48:48
FARMBNB,FARM,BNB,BREAK,2025-09-16 14:48:48
FARMBUSD,FARM,BUSD,BREAK,2025-09-16 14:48:48
ALPACABTC,ALPACA,BTC,BREAK,2025-09-16 14:48:48
ALPACABNB,ALPACA,BNB,BREAK,2025-09-16 14:48:48
ALPACABUSD,ALPACA,BUSD,BREAK,2025-09-16 14:48:48
ALPACAUSDT,ALPACA,USDT,BREAK,2025-09-16 14:48:48
ORNBUSD,ORN,BUSD,BREAK,2025-09-16 14:48:48
MBOXBTC,MBOX,BTC,BREAK,2025-09-16 14:48:48
MBOXBNB,MBOX,BNB,BREAK,2025-09-16 14:48:48
MBOXBUSD,MBOX,BUSD,BREAK,2025-09-16 14:48:48
VGXBTC,VGX,BTC,BREAK,2025-09-16 14:48:48
VGXETH,VGX,ETH,BREAK,2025-09-16 14:48:48
FORUSDT,FOR,USDT,BREAK,2025-09-16 14:48:48
TRURUB,TRU,RUB,BREAK,2025-09-16 14:48:48
FISBRL,FIS,BRL,BREAK,2025-09-16 14:48:48
WAXPBUSD,WAXP,BUSD,BREAK,2025-09-16 14:48:48
WAXPBNB,WAXP,BNB,BREAK,2025-09-16 14:48:48
TRIBEBTC,TRIBE,BTC,BREAK,2025-09-16 14:48:48
TRIBEBNB,TRIBE,BNB,BREAK,2025-09-16 14:48:48
TRIBEBUSD,TRIBE,BUSD,BREAK,2025-09-16 14:48:48
TRIBEUSDT,TRIBE,USDT,BREAK,2025-09-16 14:48:48
GNOBUSD,GNO,BUSD,BREAK,2025-09-16 14:48:48
GNOBNB,GNO,BNB,BREAK,2025-09-16 14:48:48
GNOBTC,GNO,BTC,BREAK,2025-09-16 14:48:48
PROMBTC,PROM,BTC,BREAK,2025-09-16 14:48:48
MTLBUSD,MTL,BUSD,BREAK,2025-09-16 14:48:48
OGNBUSD,OGN,BUSD,BREAK,2025-09-16 14:48:48
C98BRL,C98,BRL,BREAK,2025-09-16 14:48:48
SOLAUD,SOL,AUD,BREAK,2025-09-16 14:48:48
XRPBIDR,XRP,BIDR,BREAK,2025-09-16 14:48:48
POLYBUSD,POLY,BUSD,BREAK,2025-09-16 14:48:48
ELFUSDT,ELF,USDT,BREAK,2025-09-16 14:48:48
DYDXBUSD,DYDX,BUSD,BREAK,2025-09-16 14:48:48
DYDXBNB,DYDX,BNB,BREAK,2025-09-16 14:48:48
ELFBUSD,ELF,BUSD,BREAK,2025-09-16 14:48:48
POLYUSDT,POLY,USDT,BREAK,2025-09-16 14:48:48
VIDTUSDT,VIDT,USDT,BREAK,2025-09-16 14:48:48
SOLBIDR,SOL,BIDR,BREAK,2025-09-16 14:48:48
BTCUSDP,BTC,USDP,BREAK,2025-09-16 14:48:48
ETHUSDP,ETH,USDP,BREAK,2025-09-16 14:48:48
BNBUSDP,BNB,USDP,BREAK,2025-09-16 14:48:48
USDPBUSD,USDP,BUSD,BREAK,2025-09-16 14:48:48
GALABUSD,GALA,BUSD,BREAK,2025-09-16 14:48:48
GALABNB,GALA,BNB,BREAK,2025-09-16 14:48:48
FTMBIDR,FTM,BIDR,BREAK,2025-09-16 14:48:48
ALGOBIDR,ALGO,BIDR,BREAK,2025-09-16 14:48:48
CAKEAUD,CAKE,AUD,BREAK,2025-09-16 14:48:48
KSMAUD,KSM,AUD,BREAK,2025-09-16 14:48:48
WAVESRUB,WAVES,RUB,BREAK,2025-09-16 14:48:48
SUNBUSD,SUN,BUSD,BREAK,2025-09-16 14:48:48
ILVBUSD,ILV,BUSD,BREAK,2025-09-16 14:48:48
ILVBNB,ILV,BNB,BREAK,2025-09-16 14:48:48
RENBUSD,REN,BUSD,BREAK,2025-09-16 14:48:48
YGGBUSD,YGG,BUSD,BREAK,2025-09-16 14:48:48
YGGBNB,YGG,BNB,BREAK,2025-09-16 14:48:48
STXBUSD,STX,BUSD,BREAK,2025-09-16 14:48:48
ARPARUB,ARPA,RUB,BREAK,2025-09-16 14:48:48
LTCUAH,LTC,UAH,BREAK,2025-09-16 14:48:48
FETBUSD,FET,BUSD,BREAK,2025-09-16 14:48:48
ARPABUSD,ARPA,BUSD,BREAK,2025-09-16 14:48:48
LSKBUSD,LSK,BUSD,BREAK,2025-09-16 14:48:48
AVAXBIDR,AVAX,BIDR,BREAK,2025-09-16 14:48:48
ALICEBIDR,ALICE,BIDR,BREAK,2025-09-16 14:48:48
FIDABUSD,FIDA,BUSD,BREAK,2025-09-16 14:48:48
FIDABNB,FIDA,BNB,BREAK,2025-09-16 14:48:48
DENTBUSD,DENT,BUSD,BREAK,2025-09-16 14:48:48
FRONTUSDT,FRONT,USDT,BREAK,2025-09-16 14:48:48
CVPUSDT,CVP,USDT,BREAK,2025-09-16 14:48:48
AGLDBNB,AGLD,BNB,BREAK,2025-09-16 14:48:48
AGLDBUSD,AGLD,BUSD,BREAK,2025-09-16 14:48:48
RADBTC,RAD,BTC,BREAK,2025-09-16 14:48:48
RADBNB,RAD,BNB,BREAK,2025-09-16 14:48:48
RADBUSD,RAD,BUSD,BREAK,2025-09-16 14:48:48
UNIAUD,UNI,AUD,BREAK,2025-09-16 14:48:48
HIVEBUSD,HIVE,BUSD,BREAK,2025-09-16 14:48:48
